user_statuses_count,user_followers_count,full_text,user_url,user_location,user_description,user_profile_image_url_https,is_quote_status,quote_count,user_friends_count,full_text_norm,entities_user_mentions,entities_urls,in_reply_to_user_id_str,favorite_count,lang,user_created_at,user_listed_count,created_at,user_id_str,user_favourites_count,user_verified,source,in_reply_to_status_id_str,reply_count,in_reply_to_screen_name,id_str,entities_hashtags,text_sentiment,retweet_count,user_name,user_screen_name
None,None,"Piye lik jogja Wis banjir lho, #jogjaoradidol",None,None,None,None,None,None,None,"Piye lik jogja Wis banjir lho, #jogjaoradidol",NA,None,NA,0,None,None,None,2015-04-22T15:35:00Z,None,None,None,None,None,0,NA,590901782307409900,jogjaoradidol,negative,0,Intro!,Asuaku
None,None,Banjir dimana-dimana. #jogjaoradidol #SaveOurEarth #saveDIY,None,None,None,None,None,None,None,Banjir dimana-dimana. #jogjaoradidol #SaveOurEarth #saveDIY,NA,None,NA,0,None,None,None,2015-04-22T14:57:00Z,None,None,None,None,None,0,NA,590892225287966700,jogjaoradidol SaveOurEarth saveDIY,neutral,3,Hai,FitriArryani
None,None,"Selamat hari bumi,bumi semakin tua jagalah mulai dari hal kecil. #jogjaoradidol #SaveOurEarth #saveDIY",None,None,None,None,None,None,None,"Selamat hari bumi,bumi semakin tua jagalah mulai dari hal kecil. #jogjaoradidol #SaveOurEarth #saveDIY",NA,None,NA,0,None,None,None,2015-04-22T14:56:00Z,None,None,None,None,None,0,NA,590891921129623600,jogjaoradidol SaveOurEarth saveDIY,negative,1,Hai,FitriArryani
None,None,Halo banjir.. sekarang lebih sering ketemu ya :D #jogjaoradidol #jogjabanjir,None,None,None,None,None,None,None,Halo banjir.. sekarang lebih sering ketemu ya :D #jogjaoradidol #jogjabanjir,NA,None,NA,0,None,None,None,2015-04-22T13:36:00Z,None,None,None,None,None,0,NA,590871750730068e3,jogjaoradidol jogjabanjir,negative,0,PapaZee,ramasubyan
None,None,"Hari Bumi, Pertumbuhan Hotel dan Apartemen di Jogja Dikritik #JogjaAsat #SlemanAmbyar #JogjaOraDidol #JogjaKangenKPK",None,None,None,None,None,None,None,"Hari Bumi, Pertumbuhan Hotel dan Apartemen di Jogja Dikritik #JogjaAsat #SlemanAmbyar #JogjaOraDidol #JogjaKangenKPK",NA,None,NA,0,None,None,None,2015-04-22T13:01:00Z,None,None,None,None,None,0,NA,590863059108794400,JogjaAsat SlemanAmbyar JogjaOraDidol JogjaKangenKPK,neutral,15,Dodok Jogja,dodoputrabangsa
None,None,Semangat slalu utk dulur2 yg sedang brjuang demi lingkungan.Doa kami di nadimu. #HariBumi #RembangMelawan #BaliTolakReklamasi #JogjaOraDidol,None,None,None,None,None,None,None,Semangat slalu utk dulur2 yg sedang brjuang demi lingkungan.Doa kami di nadimu. #HariBumi #RembangMelawan #BaliTolakReklamasi #JogjaOraDidol,NA,None,NA,0,None,None,None,2015-04-22T11:41:00Z,None,None,None,None,None,0,NA,590842863488925700,HariBumi RembangMelawan BaliTolakReklamasi JogjaOraDidol,neutral,3,amii,amii_salim
None,None,Indonesia ora didol ! RT @Zarkasih97: underfireheat suarakan #JOGJAORADIDOL :)),None,None,None,None,None,None,None,Indonesia ora didol ! RT @Zarkasih97: underfireheat suarakan #JOGJAORADIDOL :)),Zarkasih97,None,NA,0,None,None,None,2015-04-22T07:48:00Z,None,None,None,None,None,1,NA,5.9078411326037606e+17,JOGJAORADIDOL,positive,2,Under Fire Heat,UnderFireHeat
None,None,Selamat Hari Bumi #EarthDay #JogjaOraDidol #BaliTolakReklamasi,None,None,None,None,None,None,None,Selamat Hari Bumi #EarthDay #JogjaOraDidol #BaliTolakReklamasi,NA,None,NA,0,None,None,None,2015-04-22T04:52:00Z,None,None,None,None,None,0,NA,590739835096268800,EarthDay JogjaOraDidol BaliTolakReklamasi,neutral,0,BANG ARDI,BangArdi14
None,None,tanduri pohon bukan beton #JogjaOraDidol #SelamatHariBumi,None,None,None,None,None,None,None,tanduri pohon bukan beton #JogjaOraDidol #SelamatHariBumi,NA,None,NA,0,None,None,None,2015-04-22T04:44:00Z,None,None,None,None,None,0,NA,590737929594675200,JogjaOraDidol SelamatHariBumi,neutral,2,Onez,onez_waw
None,None,"Selamat hari bumi, sayangi lingkungan kita ya anak muda!! #TolakReklamasiTelukBenoaBali #JogjaOraDiDol #EarthDay",None,None,None,None,None,None,None,"Selamat hari bumi, sayangi lingkungan kita ya anak muda!! #TolakReklamasiTelukBenoaBali #JogjaOraDiDol #EarthDay",NA,None,NA,0,None,None,None,2015-04-22T03:40:00Z,None,None,None,None,None,0,NA,590721855293673500,TolakReklamasiTelukBenoaBali JogjaOraDiDol EarthDay,positive,2,ANGGA ABRIYANT,AnggaBagusAbry
None,None,Ntaap! “ @wargaberdaya: @dodoputrabangsa dkk dlm Kuliah Umum & Refleksi #HariBumi di Fisipol UGM ttg #JogjaOraDidol,None,None,None,None,None,None,None,Ntaap! “ @wargaberdaya: @dodoputrabangsa dkk dlm Kuliah Umum & Refleksi #HariBumi di Fisipol UGM ttg #JogjaOraDidol,wargaberdaya dodoputrabangsa,None,1374467551,0,None,None,None,2015-04-22T03:29:00Z,None,None,None,None,None,1,wargaberdaya,590718933851889700,HariBumi JogjaOraDidol,positive,2,bayuagni,bayuagni_
None,None,Mas @dodoputrabangsa dkk dlm Kuliah Umum & Refleksi #HariBumi di Fisipol UGM ttg #JogjaOraDidol,None,None,None,None,None,None,None,Mas @dodoputrabangsa dkk dlm Kuliah Umum & Refleksi #HariBumi di Fisipol UGM ttg #JogjaOraDidol,dodoputrabangsa,None,NA,1,None,None,None,2015-04-22T03:24:00Z,None,None,None,None,None,1,NA,590717716614504400,HariBumi JogjaOraDidol,neutral,11,Warga Yogya Berdaya,wargaberdaya
None,None,Selamat Hari Bumi #BaliTolakReklamasi #JogjaOraDiDol,None,None,None,None,None,None,None,Selamat Hari Bumi #BaliTolakReklamasi #JogjaOraDiDol,NA,None,NA,0,None,None,None,2015-04-22T02:31:00Z,None,None,None,None,None,0,NA,590704338676355100,BaliTolakReklamasi JogjaOraDiDol,neutral,2,UNCLE BOY,maz_boy13
None,None,Sebaran proyek pemb hotel/apartemen di #Jogja adl penanda: elit kampung/desa/wil mana sj yg mudah/sudah terbeli #JogjaOraDidol #SlemanAmbyar,None,None,None,None,None,None,None,Sebaran proyek pemb hotel/apartemen di #Jogja adl penanda: elit kampung/desa/wil mana sj yg mudah/sudah terbeli #JogjaOraDidol #SlemanAmbyar,NA,None,NA,0,None,None,None,2015-04-22T02:27:00Z,None,None,None,None,None,0,NA,590703567339675600,Jogja JogjaOraDidol SlemanAmbyar,negative,4,Elanto Wijoyono,joeyakarta
None,None,"Kami menentang pembangunan Hotel2 liar di Jogja, mereka tak memikirkan dampak bagi rakyat kecil. Mereka hanya memikirkan uang #JogjaOraDidol",None,None,None,None,None,None,None,"Kami menentang pembangunan Hotel2 liar di Jogja, mereka tak memikirkan dampak bagi rakyat kecil. Mereka hanya memikirkan uang #JogjaOraDidol",NA,None,NA,0,None,None,None,2015-04-22T00:28:00Z,None,None,None,None,None,0,NA,590673556754792400,JogjaOraDidol,negative,3,Yustinus Wisnu P,YWisnuPrasetyo
None,None,"Save me or DIE, #Jogjaoradidol #Jogjaasat #BaliTolakReklamasi",None,None,None,None,None,None,None,"Save me or DIE, #Jogjaoradidol #Jogjaasat #BaliTolakReklamasi",NA,None,NA,0,None,None,None,2015-04-21T23:47:00Z,None,None,None,None,None,0,NA,590663089734955e3,Jogjaoradidol Jogjaasat BaliTolakReklamasi,neutral,1,Luthfi khusnani,Luthfi_kh
None,None,Kuliah Umum & Refleksi #HariBumi #Jogja Sold Out? 22/04 pk 9-13 Seminar Timur Fisipol UGM #JogjaOraDidol,None,None,None,None,None,None,None,Kuliah Umum & Refleksi #HariBumi #Jogja Sold Out? 22/04 pk 9-13 Seminar Timur Fisipol UGM #JogjaOraDidol,NA,None,NA,0,None,None,None,2015-04-21T14:58:00Z,None,None,None,None,None,0,NA,590530028686835700,HariBumi Jogja JogjaOraDidol,neutral,0,Warga Yogya Berdaya,wargaberdaya
None,None,Mari Selamatkan jogja dari ancaman tangan2 jahat penguasa/pengusaha rakus yg ingin membangun gedung2 dan hotel. #JogjaOraDidol @WALHI_Jogja,None,None,None,None,None,None,None,Mari Selamatkan jogja dari ancaman tangan2 jahat penguasa/pengusaha rakus yg ingin membangun gedung2 dan hotel. #JogjaOraDidol @WALHI_Jogja,WALHI_Jogja,None,NA,0,None,None,None,2015-04-21T06:43:00Z,None,None,None,None,None,0,NA,590405474865913900,JogjaOraDidol,negative,1,Yustinus Wisnu P,YWisnuPrasetyo
None,None,"Jogja! KotaKu tdk butuh MegaProyek, SuperMalll, Hotel2 liar. Tp Kotaku Jogja butuh subsidi petani dan air untuk rakyat kecil. #JogjaOraDidol",None,None,None,None,None,None,None,"Jogja! KotaKu tdk butuh MegaProyek, SuperMalll, Hotel2 liar. Tp Kotaku Jogja butuh subsidi petani dan air untuk rakyat kecil. #JogjaOraDidol",NA,None,NA,0,None,None,None,2015-04-21T05:51:00Z,None,None,None,None,None,0,NA,590392510016434200,JogjaOraDidol,negative,3,Yustinus Wisnu P,YWisnuPrasetyo
None,None,@sorotjogja kapan sultan menyuruh pemkot kota mengurangi pembangunan hotel dan mall?? #JogjaOraDidol,None,None,None,None,None,None,None,@sorotjogja kapan sultan menyuruh pemkot kota mengurangi pembangunan hotel dan mall?? #JogjaOraDidol,sorotjogja,None,1266563749,0,None,None,None,2015-04-21T02:47:00Z,None,None,None,None,None,0,sorotjogja,590346068052693e3,JogjaOraDidol,neutral,0,Skip Aja,soerahman_yk
None,None,"Akan ada 144 hotel dijogjakarta,walikotane dimanipulasi uang we manut dasar koe har !!! Kotaku ambyar #JogjaAsat #JogjaOraDidol",None,None,None,None,None,None,None,"Akan ada 144 hotel dijogjakarta,walikotane dimanipulasi uang we manut dasar koe har !!! Kotaku ambyar #JogjaAsat #JogjaOraDidol",NA,None,NA,0,None,None,None,2015-04-20T17:37:00Z,None,None,None,None,None,0,NA,590207556770926600,JogjaAsat JogjaOraDidol,positive,0,WingkyEkaCaturiawan,WingkyEkaCa_
None,None,"Di saat air terakhir menetes, kita baru akan sadar bahwa uang tak dapat diminum #JogjaAsat #JogjaOraDidol #SlemanAmbyar",None,None,None,None,None,None,None,"Di saat air terakhir menetes, kita baru akan sadar bahwa uang tak dapat diminum #JogjaAsat #JogjaOraDidol #SlemanAmbyar",NA,None,NA,0,None,None,None,2015-04-20T12:26:00Z,None,None,None,None,None,0,NA,590129495559942100,JogjaAsat JogjaOraDidol SlemanAmbyar,neutral,0,Pandu Satria,pandu_pethoex
None,None,Habis dari kantor pos plemburan dan melihat spanduk ini. Cerah! #jogjaoradidol,None,None,None,None,None,None,None,Habis dari kantor pos plemburan dan melihat spanduk ini. Cerah! #jogjaoradidol,NA,None,NA,0,None,None,None,2015-04-20T03:17:00Z,None,None,None,None,None,0,NA,589991131192012800,jogjaoradidol,positive,1,Yoshua Alif Andana,bikinkeos
None,None,#Merapi @chen_xiaoxian: Wagu banget nek jakal km 12 ono apartemen.. Knp ra neng pucuk merapi sisan?? #JogjaOraDidol #BalekkeJogjaku,None,None,None,None,None,None,None,#Merapi @chen_xiaoxian: Wagu banget nek jakal km 12 ono apartemen.. Knp ra neng pucuk merapi sisan?? #JogjaOraDidol #BalekkeJogjaku,chen_xiaoxian,None,NA,0,None,None,None,2015-04-20T02:51:00Z,None,None,None,None,None,0,NA,589984674836918300,Merapi JogjaOraDidol BalekkeJogjaku,neutral,3,Elestacy Hestia,elestacyhestia
None,None,"Saya siap dibenci warga sebuah quotes mafia apartemen Gadingan, silahkan gali liang lahat anda sendiri #JogjaOraDidol #SlemanAmbyar",None,None,None,None,None,None,None,"Saya siap dibenci warga sebuah quotes mafia apartemen Gadingan, silahkan gali liang lahat anda sendiri #JogjaOraDidol #SlemanAmbyar",NA,None,NA,0,None,None,None,2015-04-20T00:11:00Z,None,None,None,None,None,0,NA,589944439545573400,JogjaOraDidol SlemanAmbyar,neutral,0,Pandu Satria,pandu_pethoex
None,None,Selamat pagi jogja. Terus semangat untuk melawan investor rakus! #JogjaOraDidol,None,None,None,None,None,None,None,Selamat pagi jogja. Terus semangat untuk melawan investor rakus! #JogjaOraDidol,NA,None,NA,0,None,None,None,2015-04-19T23:50:00Z,None,None,None,None,None,0,NA,589939213593751600,JogjaOraDidol,positive,1,ＯＨ !,Monkey_awsm7
None,None,Puing yg msh kami biarkan jd saksi perusakan @wargaberdaya #JogjaAsat #JogjaOraDidol #SlemanAmbyar,None,None,None,None,None,None,None,Puing yg msh kami biarkan jd saksi perusakan @wargaberdaya #JogjaAsat #JogjaOraDidol #SlemanAmbyar,wargaberdaya,None,NA,0,None,None,None,2015-04-19T16:03:00Z,None,None,None,None,None,0,NA,589821639577108500,JogjaAsat JogjaOraDidol SlemanAmbyar,neutral,6,Pandu Satria,pandu_pethoex
None,None,@yunisatiarahayu Sisa spanduk penolakan yang dirusak @wargaberdaya #JogjaAsat #JogjaOraDidol #SlemanAmbyar,None,None,None,None,None,None,None,@yunisatiarahayu Sisa spanduk penolakan yang dirusak @wargaberdaya #JogjaAsat #JogjaOraDidol #SlemanAmbyar,yunisatiarahayu wargaberdaya,None,NA,0,None,None,None,2015-04-19T15:53:00Z,None,None,None,None,None,0,NA,589819026076934100,JogjaAsat JogjaOraDidol SlemanAmbyar,negative,3,Pandu Satria,pandu_pethoex
None,None,Jangan rusak keharmonisan warga @wargaberdaya #JogjaAsat #JogjaOraDidol #SlemanAmbyar #JogjaKangenKPK,None,None,None,None,None,None,None,Jangan rusak keharmonisan warga @wargaberdaya #JogjaAsat #JogjaOraDidol #SlemanAmbyar #JogjaKangenKPK,wargaberdaya,None,NA,1,None,None,None,2015-04-19T15:38:00Z,None,None,None,None,None,0,NA,589815444749463600,JogjaAsat JogjaOraDidol SlemanAmbyar JogjaKangenKPK,negative,4,Pandu Satria,pandu_pethoex
None,None,"Selamat hari minggu,,,, semoga pagimu tiada mesin asap.... @JRX_SID #JogjaOraDidol",None,None,None,None,None,None,None,"Selamat hari minggu,,,, semoga pagimu tiada mesin asap.... @JRX_SID #JogjaOraDidol",JRX_SID,None,NA,1,None,None,None,2015-04-19T04:22:00Z,None,None,None,None,None,0,NA,589645275062370300,JogjaOraDidol,negative,0,Vandheam GBastian,GbVandheam
None,None,Selamatkan rumah kita.. #jogjaoradidol #jogjamelawan,None,None,None,None,None,None,None,Selamatkan rumah kita.. #jogjaoradidol #jogjamelawan,NA,None,NA,0,None,None,None,2015-04-19T03:38:00Z,None,None,None,None,None,0,NA,589634236245680100,jogjaoradidol jogjamelawan,neutral,2,goldenFYG_,findyourglory_
None,None,#JogjaOraButuhHotel #JogjaOraDidol RT @JogjaUpdate: #jogja 22.06 @ekoputrayasa: genangan ring road utara,None,None,None,None,None,None,None,#JogjaOraButuhHotel #JogjaOraDidol RT @JogjaUpdate: #jogja 22.06 @ekoputrayasa: genangan ring road utara,JogjaUpdate ekoputrayasa,None,NA,0,None,None,None,2015-04-18T16:18:00Z,None,None,None,None,None,0,NA,589462934058733600,JogjaOraButuhHotel JogjaOraDidol jogja,neutral,1,pake Kinan,mBlendus
None,None,"gari difixke ngeband e sesok aku mesti teko nek fix, sorry ra duwe pulsa RT @Zarkasih97: #JOGJAORADIDOL",None,None,None,None,None,None,None,"gari difixke ngeband e sesok aku mesti teko nek fix, sorry ra duwe pulsa RT @Zarkasih97: #JOGJAORADIDOL",Zarkasih97,None,NA,0,None,None,None,2015-04-18T14:12:00Z,None,None,None,None,None,1,NA,589431402887786500,JOGJAORADIDOL,neutral,0,Gaar,tegarprihantono
None,None,Nonbar #BelakangHotel & diskusi #JogjaAsat di Sekr PMII #Sleman. Mahasiswa #Jogja dukung #JogjaOraDiDol,None,None,None,None,None,None,None,Nonbar #BelakangHotel & diskusi #JogjaAsat di Sekr PMII #Sleman. Mahasiswa #Jogja dukung #JogjaOraDiDol,NA,None,NA,0,None,None,None,2015-04-18T13:41:00Z,None,None,None,None,None,0,NA,589423551809126400,BelakangHotel JogjaAsat Sleman Jogja JogjaOraDiDol,positive,2,Warga Yogya Berdaya,wargaberdaya
None,None,Nonbar #BelakangHotel & diskusi di Sekr PMII #Sleman. Himpun energi positif utk #Jogja #JogjaOraDiDol,None,None,None,None,None,None,None,Nonbar #BelakangHotel & diskusi di Sekr PMII #Sleman. Himpun energi positif utk #Jogja #JogjaOraDiDol,NA,None,NA,0,None,None,None,2015-04-18T13:32:00Z,None,None,None,None,None,0,NA,589421129384624100,BelakangHotel Sleman Jogja JogjaOraDiDol,positive,5,Warga Yogya Berdaya,wargaberdaya
None,None,#JogjaOraDidol :@RT @ndesopetualang: :| @KRjogjadotcom: Banyak Cagar Budaya di Yogyakarta Terancam Dihancurkan -,None,None,None,None,None,None,None,#JogjaOraDidol :@RT @ndesopetualang: :| @KRjogjadotcom: Banyak Cagar Budaya di Yogyakarta Terancam Dihancurkan -,RT ndesopetualang KRjogjadotcom,None,NA,0,None,None,None,2015-04-18T13:13:00Z,None,None,None,None,None,0,NA,589416506917683200,JogjaOraDidol,negative,0,Bakul Mie Instan,FeryDwika_13
None,None,"#JogjaOraDidol RT @Yabsarpote: Jogja, bersatulah dalam amarah.",None,None,None,None,None,None,None,"#JogjaOraDidol RT @Yabsarpote: Jogja, bersatulah dalam amarah.",Yabsarpote,None,NA,0,None,None,None,2015-04-18T12:30:00Z,None,None,None,None,None,0,NA,589405647050944500,JogjaOraDidol,neutral,6,Skip Aja,soerahman_yk
None,None,Kami bangga dengan kota kami yg kaya budaya dgn kekayaan alam Bukan bangga dgn kota penuh gedung tinggi di selimuti kemacetan #JogjaOraDidol,None,None,None,None,None,None,None,Kami bangga dengan kota kami yg kaya budaya dgn kekayaan alam Bukan bangga dgn kota penuh gedung tinggi di selimuti kemacetan #JogjaOraDidol,NA,None,NA,1,None,None,None,2015-04-18T12:28:00Z,None,None,None,None,None,0,NA,589405155398783e3,JogjaOraDidol,neutral,1,Roy Iskandar,royiskandar24
None,None,@revolt_warning jika boleh unsul langsung ada aksi nyata gerakan #JogjaOraDidol karena kondisi Jogja semakin parah,None,None,None,None,None,None,None,@revolt_warning jika boleh unsul langsung ada aksi nyata gerakan #JogjaOraDidol karena kondisi Jogja semakin parah,revolt_warning,None,3158318994,0,None,None,None,2015-04-18T12:12:00Z,None,None,None,None,None,0,revolt_warning,589401085925691400,JogjaOraDidol,negative,1,Skip Aja,soerahman_yk
None,None,"Karena jogja itu kaya,,, #jogjaoradibeton #jogjaoraasat #jogja #jogjaistimewa #jogjaoradidol…",None,None,None,None,None,None,None,"Karena jogja itu kaya,,, #jogjaoradibeton #jogjaoraasat #jogja #jogjaistimewa #jogjaoradidol…",NA,None,NA,0,None,None,None,2015-04-18T09:44:00Z,None,None,None,None,None,0,NA,589363979153231900,jogjaoradibeton jogjaoraasat jogja jogjaistimewa jogjaoradidol,neutral,0,Bima Giri Simbara,bimasimbara
None,None,"Jogja penuh,,,, #jogjaoradidol #jogjaoradibeton #jogjaoraasat #jogjakebak #kapankejogjalagi @Museum…",None,None,None,None,None,None,None,"Jogja penuh,,,, #jogjaoradidol #jogjaoradibeton #jogjaoraasat #jogjakebak #kapankejogjalagi @Museum…",Museum,None,NA,0,None,None,None,2015-04-18T09:34:00Z,None,None,None,None,None,0,NA,589361323244396500,jogjaoradidol jogjaoradibeton jogjaoraasat jogjakebak kapankejogjalagi,neutral,0,Bima Giri Simbara,bimasimbara
None,None,"Jogja ga boleh wah, Jogja ga boleh megah. Jogja harus sederhana Migunani Tumraping Liyan. #jogjaoradidol #jogjaasat",None,None,None,None,None,None,None,"Jogja ga boleh wah, Jogja ga boleh megah. Jogja harus sederhana Migunani Tumraping Liyan. #jogjaoradidol #jogjaasat",NA,None,NA,0,None,None,None,2015-04-18T03:48:00Z,None,None,None,None,None,0,NA,589274182266949600,jogjaoradidol jogjaasat,positive,1,洋蔥,mcFlurry76
None,None,Kompas hari ini. Tentang serbuan apartemen di Sleman dan reaksi warga. #JogjaOraDidol #JogjaAsat,None,None,None,None,None,None,None,Kompas hari ini. Tentang serbuan apartemen di Sleman dan reaksi warga. #JogjaOraDidol #JogjaAsat,NA,None,NA,0,None,None,None,2015-04-18T03:11:00Z,None,None,None,None,None,0,NA,589264841581301800,JogjaOraDidol JogjaAsat,neutral,1,Persma Yogyakarta,persmayogya
None,None,Kompas hari ini. Tentang serbuan apartemen di Sleman dan reaksi warga. #jogjaoradidol #jogjaasat cc @wargaberdaya,None,None,None,None,None,None,None,Kompas hari ini. Tentang serbuan apartemen di Sleman dan reaksi warga. #jogjaoradidol #jogjaasat cc @wargaberdaya,wargaberdaya,None,NA,2,None,None,None,2015-04-18T02:15:00Z,None,None,None,None,None,0,NA,589250773302661100,jogjaoradidol jogjaasat,neutral,4,Haris Firdaus,harisfirdaus
None,None,"Pebisnis properti apartemen spt dia dlm konteks #Jogja, layak disebut pahlawan atau penjahat? #Sleman #JogjaOraDidol",None,None,None,None,None,None,None,"Pebisnis properti apartemen spt dia dlm konteks #Jogja, layak disebut pahlawan atau penjahat? #Sleman #JogjaOraDidol",NA,None,NA,0,None,None,None,2015-04-18T02:06:00Z,None,None,None,None,None,0,NA,589248549138747400,Jogja Sleman JogjaOraDidol,positive,0,Elanto Wijoyono,joeyakarta
None,None,@lalinjogja @infosenijogja backgrond hotel #jogjaoradidol,None,None,None,None,None,None,None,@lalinjogja @infosenijogja backgrond hotel #jogjaoradidol,lalinjogja infosenijogja,None,250022672,0,None,None,None,2015-04-17T21:26:00Z,None,None,None,None,None,0,lalinjogja,589178163487342600,jogjaoradidol,neutral,0,andi,andidp22
None,None,#Sleman @wargaberdaya: Warga Gadingan Sleman #Jogja satu visi satu misi Tolak Apartemen! #SlemanAmbyar #JogjaoraDidol,None,None,None,None,None,None,None,#Sleman @wargaberdaya: Warga Gadingan Sleman #Jogja satu visi satu misi Tolak Apartemen! #SlemanAmbyar #JogjaoraDidol,wargaberdaya,None,NA,3,None,None,None,2015-04-17T12:44:00Z,None,None,None,None,None,1,NA,589046716940230700,Sleman Jogja SlemanAmbyar JogjaoraDidol,positive,14,Elestacy Hestia,elestacyhestia
None,None,RT @wargaberdaya: Warga Gadingan #Sleman #Jogja satu visi satu misi: Tolak Apartemen! #SlemanAmbyar #JogjaoraDidol,None,None,None,None,None,None,None,RT @wargaberdaya: Warga Gadingan #Sleman #Jogja satu visi satu misi: Tolak Apartemen! #SlemanAmbyar #JogjaoraDidol,wargaberdaya,None,NA,0,None,None,None,2015-04-16T17:58:00Z,None,None,None,None,None,0,NA,588763380531462100,Sleman Jogja SlemanAmbyar JogjaoraDidol,positive,0,Teyenk,Teyenk_CRSN
None,None,MEWAH (mepet-sawah) #JogjaOraDidol #jogjakarta #JTOS @Jogja Town Square,None,None,None,None,None,None,None,MEWAH (mepet-sawah) #JogjaOraDidol #jogjakarta #JTOS @Jogja Town Square,Jogja,None,NA,0,None,None,None,2015-04-16T15:24:00Z,None,None,None,None,None,0,NA,588724583471120400,JogjaOraDidol jogjakarta JTOS,neutral,2,A.A.Gde Putu Wahyura,AgungWahyura
None,None,Panjang umur pembangkang! @azharazwar:Panjang umur keberanian! Slalu ada usaha dr kaum blablabla yg mengusik kehidupan warga #jogjaoradidol,None,None,None,None,None,None,None,Panjang umur pembangkang! @azharazwar:Panjang umur keberanian! Slalu ada usaha dr kaum blablabla yg mengusik kehidupan warga #jogjaoradidol,azharazwar,None,NA,0,None,None,None,2015-04-16T11:32:00Z,None,None,None,None,None,0,NA,588666275351507e3,jogjaoradidol,positive,0,agustian nasution,agustianasu
None,None,RT @Jogja24Jam: Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol via @wargaberdaya,None,None,None,None,None,None,None,RT @Jogja24Jam: Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol via @wargaberdaya,Jogja24Jam wargaberdaya,None,NA,0,None,None,None,2015-04-16T11:18:00Z,None,None,None,None,None,0,NA,588662643084243e3,Sleman JogjaOraDidol,neutral,0,dimas nurdian syah w,dimas_nsw
None,None,Warga Gadingan #Sleman #Jogja satu visi satu misi: Tolak Apartemen! #SlemanAmbyar #JogjaoraDidol,None,None,None,None,None,None,None,Warga Gadingan #Sleman #Jogja satu visi satu misi: Tolak Apartemen! #SlemanAmbyar #JogjaoraDidol,NA,None,NA,5,None,None,None,2015-04-16T11:12:00Z,None,None,None,None,None,0,NA,588661153850462200,Sleman Jogja SlemanAmbyar JogjaoraDidol,positive,27,Warga Yogya Berdaya,wargaberdaya
None,None,Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol via @wargaberdaya,None,None,None,None,None,None,None,Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol via @wargaberdaya,wargaberdaya,None,NA,4,None,None,None,2015-04-16T11:10:00Z,None,None,None,None,None,0,NA,588660691705401300,Sleman JogjaOraDidol,neutral,45,Jogja24Jam,Jogja24Jam
None,None,#jogjoradidol @wargaberdaya: Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol,None,None,None,None,None,None,None,#jogjoradidol @wargaberdaya: Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol,wargaberdaya,None,NA,0,None,None,None,2015-04-16T11:02:00Z,None,None,None,None,None,1,NA,588658759649497100,jogjoradidol Sleman JogjaOraDidol,neutral,6,romaran,romaragain
None,None,semangat ibu2 @wargaberdaya: Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol,None,None,None,None,None,None,None,semangat ibu2 @wargaberdaya: Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol,wargaberdaya,None,NA,0,None,None,None,2015-04-16T10:55:00Z,None,None,None,None,None,0,NA,588656840067584e3,Sleman JogjaOraDidol,positive,4,Marjoeki,ArdiyanCahyo27
None,None,"Ngerti ora to pak bos... #JogjaOraDidol opo mesti nganggo boso kebun binatang, ben pak bos ngerti.",None,None,None,None,None,None,None,"Ngerti ora to pak bos... #JogjaOraDidol opo mesti nganggo boso kebun binatang, ben pak bos ngerti.",NA,None,NA,0,None,None,None,2015-04-16T10:34:00Z,None,None,None,None,None,0,NA,588651754251628500,JogjaOraDidol,neutral,0,#savesungaijogja,YogiSuryawan
None,None,#Jogja @wargaberdaya: Ibu2 warga Gadingan Sinduharjo Sleman tetap tolak apartemen #JogjaOraDidol,None,None,None,None,None,None,None,#Jogja @wargaberdaya: Ibu2 warga Gadingan Sinduharjo Sleman tetap tolak apartemen #JogjaOraDidol,wargaberdaya,None,NA,1,None,None,None,2015-04-16T10:11:00Z,None,None,None,None,None,0,NA,588645842396975100,Jogja JogjaOraDidol,neutral,6,Beranda Jogja,BerandaJogja
None,None,Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol,None,None,None,None,None,None,None,Ibu2 warga Gadingan Sinduharjo #Sleman tetap tolak apartemen #JogjaOraDidol,NA,None,NA,0,None,None,None,2015-04-16T10:03:00Z,None,None,None,None,None,2,NA,588643924765319200,Sleman JogjaOraDidol,neutral,25,Warga Yogya Berdaya,wargaberdaya
None,None,"pasar ilang kumandange, malah kalah karo mall sing padhang lampune.. :( #jogjaoradidol",None,None,None,None,None,None,None,"pasar ilang kumandange, malah kalah karo mall sing padhang lampune.. :( #jogjaoradidol",NA,None,NA,0,None,None,None,2015-04-15T15:43:00Z,None,None,None,None,None,0,NA,588367146910007300,jogjaoradidol,negative,0,Naser,naser_jgj
